StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Gender,Gender-Other,AgeGroup,Ethnicity,Ethnicity-Other,Education,Employed,PoliticalBelief,ChronicPain,OpiodsDeathsIncreasing,AssignmentGroup,MC_DesireToLearn,MC_PortrayedHarm,MC_MisInfo,MC_Addictive,RandomId,IPAddress,Postal Code,City,Region,Country,CountryCode,CurrentDate,MC_Legal
11/28/2020 11:06,11/28/2020 11:26,,1200,FALSE,11/28/2020 11:26,FS_0IELjjNtCsgBJTj,,,0.5,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,42537,ad-86-7d-cc-73-80-56-b1-fc-f0-a8-1d-74-cc-e5-7,,,India,India,India,11/28/2020 11:26,
11/28/2020 11:09,11/28/2020 11:20,,660,FALSE,11/28/2020 11:20,FS_eKas9XkDTsjSNih,,,0.5,Male,,35-45,White/Caucasian,,Some college,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,55706,9f-f3-a2-e4-1a-b-fa-c3-53-70-25-7a-e1-1-d6-d4,,,MO,United States,US,11/28/2020 11:20,Legal
11/28/2020 11:03,11/28/2020 11:14,,660,FALSE,11/28/2020 11:14,FS_2sTgU3RDfLRrhUs,,,0.5,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,95038,90-c1-9a-9b-31-8f-a1-eb-30-8a-ab-59-cb-c6-97-71,,,NJ,United States,US,11/28/2020 11:14,Legal
11/28/2020 11:03,11/28/2020 11:15,,600,FALSE,11/28/2020 11:15,FS_2XhQfUWO52KMgXw,,,0.5,Male,,45-55,White/Caucasian,,Some college,No,Ind./Other,1,Somewhat agree,Placebo,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,24761,44-15-6-b0-c0-10-8f-34-d8-b7-6-a3-2b-be-a9-ce,,,CA,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:04,11/28/2020 11:14,,600,FALSE,11/28/2020 11:14,FS_a2AhO6qPvNBO6el,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,13855,fb-83-68-36-a0-3a-a-70-a8-10-8-93-6c-d5-c3-5b,,,AR,United States,US,11/28/2020 11:14,Legal
11/28/2020 11:04,11/28/2020 12:03,,3540,FALSE,11/28/2020 12:03,FS_24laJ4MJlVWS4tG,,,0.5,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Ind./Other,0,Strongly agree,Treatment,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,49979,36-d7-73-61-7f-58-f3-d7-45-77-42-af-aa-4a-89-c3,,,OH,United States,US,11/28/2020 12:03,Legal
11/28/2020 11:04,11/28/2020 11:19,,900,FALSE,11/28/2020 11:19,FS_3FPxu6NVOlu4PMY,,,0.5,Male,,45-55,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,0,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,41834,5-d2-d6-ee-37-a9-54-96-16-27-c1-fc-f5-69-1a-c4,,,AZ,United States,US,11/28/2020 11:19,Legal
11/28/2020 11:04,11/28/2020 11:15,,660,FALSE,11/28/2020 11:15,FS_PMMujUMwQifMy77,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,59133,99-da-a3-34-bb-1a-54-76-e-e-1f-72-e7-86-ff-b5,,,OK,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:07,11/28/2020 11:16,,540,FALSE,11/28/2020 11:16,FS_DPsgRFyeVgH1Qbf,,,0.5,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,87852,70-f7-45-d5-65-f-a5-a5-ac-77-d2-6-a8-f4-8-fd,,,NJ,United States,US,11/28/2020 11:16,Legal
11/28/2020 11:13,11/28/2020 11:27,,840,FALSE,11/28/2020 11:27,FS_3G3THJdYzjhpLax,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,65322,80-bc-22-2e-b4-54-41-b0-4-e1-d0-13-6c-1f-28-7c,,,LA,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:03,11/28/2020 11:27,,1440,FALSE,11/28/2020 11:27,FS_2w5go6whqB87eUu,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,16642,d0-f9-d5-57-ce-bd-c3-fa-c7-bf-61-cb-26-b3-eb-82,,,TX,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:06,11/28/2020 11:17,,660,FALSE,11/28/2020 11:17,FS_3hDtOhmeP9CpzM9,,,0.5,Female,,55 and Older,White/Caucasian,,Some college,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,64607,1e-89-2b-6d-fd-a-66-5a-5c-c8-fd-29-8c-9b-2e-dd,,,GA,United States,US,11/28/2020 11:17,Legal
11/28/2020 11:09,11/28/2020 11:15,,360,FALSE,11/28/2020 11:15,FS_1IKHPvLU64nchz2,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,38690,e9-af-af-79-3f-18-b-e7-be-6c-b2-12-fb-ab-ba-b4,,,OR,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:18,11/28/2020 11:27,,540,FALSE,11/28/2020 11:27,FS_3g0pq3yNMWclObm,,,0.5,Male,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,30908,42-15-15-73-bf-6-d0-de-37-d1-db-e4-af-a5-59-bb,,,GA,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:19,11/28/2020 11:30,,660,FALSE,11/28/2020 11:30,FS_ezzaqDq7Q40j6sF,,,0.5,Male,,55 and Older,White/Caucasian,,Some college,No,Conservative,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,39218,13-cd-b-e9-ac-e6-9e-f6-9b-e0-28-51-32-40-c0-6,,,ID,United States,US,11/28/2020 11:30,Illegal
11/28/2020 11:46,11/28/2020 12:22,,2160,FALSE,11/28/2020 12:22,FS_p9Okw7dzLVTEz2p,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,0,Somewhat agree,Treatment,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,86580,7e-30-14-1c-25-5d-83-8-3b-2-24-69-58-b2-91-cc,,,FL,United States,US,11/28/2020 12:22,Legal
